name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal,New_name
Nicolle Payne,24.0,United States,2000,2000-10-01,Waterpolo,0,1,0,1,Nicolle Payne
Heather Petri,22.0,United States,2000,2000-10-01,Waterpolo,0,1,0,1,Heather Petri
Tatyana Petrova,27.0,Russia,2000,2000-10-01,Waterpolo,0,0,1,1,Tatyana Petrova
Yuliya Petrova,21.0,Russia,2000,2000-10-01,Waterpolo,0,0,1,1,Yuliya Petrova
Galina Rytova,25.0,Russia,2000,2000-10-01,Waterpolo,0,0,1,1,Galina Rytova
Aleksandar Šapic,22.0,Serbia and Montenegro,2000,2000-10-01,Waterpolo,0,0,1,1,Aleksandar Sapic
Dejan Savic,25.0,Serbia and Montenegro,2000,2000-10-01,Waterpolo,0,0,1,1,Dejan Savic
Kathy Sheehy,30.0,United States,2000,2000-10-01,Waterpolo,0,1,0,1,Kathy Sheehy
Coralie Simmons,23.0,United States,2000,2000-10-01,Waterpolo,0,1,0,1,Coralie Simmons
Yelena Smurova,26.0,Russia,2000,2000-10-01,Waterpolo,0,0,1,1,Yelena Smurova
Aleksandar Šoštar,36.0,Serbia and Montenegro,2000,2000-10-01,Waterpolo,0,0,1,1,Aleksandar Sostar
Barnabás Steinmetz,24.0,Hungary,2000,2000-10-01,Waterpolo,1,0,0,1,Barnabas Steinmetz
Dmitry Stratan,25.0,Russia,2000,2000-10-01,Waterpolo,0,1,0,1,Dmitry Stratan
Julie Swail-Ertel,27.0,United States,2000,2000-10-01,Waterpolo,0,1,0,1,Julie Swail Ertel
Zoltán Szécsi,22.0,Hungary,2000,2000-10-01,Waterpolo,1,0,0,1,Zoltan Szecsi
Bulcsú Székely,24.0,Hungary,2000,2000-10-01,Waterpolo,1,0,0,1,Bulcsu Szekely
Yelena Tokun,26.0,Russia,2000,2000-10-01,Waterpolo,0,0,1,1,Yelena Tokun
Irina Tolkunova,29.0,Russia,2000,2000-10-01,Waterpolo,0,0,1,1,Irina Tolkunova
Petar Trbojevic,27.0,Serbia and Montenegro,2000,2000-10-01,Waterpolo,0,0,1,1,Petar Trbojevic
Veljko Uskokovic,29.0,Serbia and Montenegro,2000,2000-10-01,Waterpolo,0,0,1,1,Veljko Uskokovic
Zsolt Varga,28.0,Hungary,2000,2000-10-01,Waterpolo,1,0,0,1,Zsolt Varga
Attila Vári,24.0,Hungary,2000,2000-10-01,Waterpolo,1,0,0,1,Attila Vari
Yekaterina Vasilyeva,24.0,Russia,2000,2000-10-01,Waterpolo,0,0,1,1,Yekaterina Vasilyeva
Jugoslav Vasovic,26.0,Serbia and Montenegro,2000,2000-10-01,Waterpolo,0,0,1,1,Jugoslav Vasovic
Brenda Villa,20.0,United States,2000,2000-10-01,Waterpolo,0,1,0,1,Brenda Villa
Vlada Vujasinovic,27.0,Serbia and Montenegro,2000,2000-10-01,Waterpolo,0,0,1,1,Vlada Vujasinovic
Nenad Vukanic,26.0,Serbia and Montenegro,2000,2000-10-01,Waterpolo,0,0,1,1,Nenad Vukanic
Debbie Watson,34.0,Australia,2000,2000-10-01,Waterpolo,1,0,0,1,Debbie Watson
Liz Weekes,28.0,Australia,2000,2000-10-01,Waterpolo,1,0,0,1,Liz Weekes
Danielle Woodhouse,31.0,Australia,2000,2000-10-01,Waterpolo,1,0,0,1,Danielle Woodhouse
Taryn Woods,25.0,Australia,2000,2000-10-01,Waterpolo,1,0,0,1,Taryn Woods
Yury Yatsev,21.0,Russia,2000,2000-10-01,Waterpolo,0,1,0,1,Yury Yatsev
Aleksandr Yeryshov,27.0,Russia,2000,2000-10-01,Waterpolo,0,1,0,1,Aleksandr Yeryshov
Marat Zakirov,26.0,Russia,2000,2000-10-01,Waterpolo,0,1,0,1,Marat Zakirov
Predrag Zimonjic,29.0,Serbia and Montenegro,2000,2000-10-01,Waterpolo,0,0,1,1,Predrag Zimonjic
Irek Zinnurov,31.0,Russia,2000,2000-10-01,Waterpolo,0,1,0,1,Irek Zinnurov
Foluke Akinradewo,24.0,United States,2012,2012-08-12,Volleyball,0,1,0,1,Foluke Akinradewo
Thiago Alves,26.0,Brazil,2012,2012-08-12,Volleyball,0,1,0,1,Thiago Alves
Nikolay Apalikov,29.0,Russia,2012,2012-08-12,Volleyball,1,0,0,1,Nikolay Apalikov
Erika Araki,27.0,Japan,2012,2012-08-12,Volleyball,0,0,1,1,Erika Araki
Andrea Bari,32.0,Italy,2012,2012-08-12,Volleyball,0,0,1,1,Andrea Bari
Yury Berezhko,28.0,Russia,2012,2012-08-12,Volleyball,1,0,0,1,Yury Berezhko
Lindsey Berg,32.0,United States,2012,2012-08-12,Volleyball,0,1,0,1,Lindsey Berg
Emanuele Birarelli,31.0,Italy,2012,2012-08-12,Volleyball,0,0,1,1,Emanuele Birarelli
Dante Boninfante,35.0,Italy,2012,2012-08-12,Volleyball,0,0,1,1,Dante Boninfante
Aleksandr Butko,26.0,Russia,2012,2012-08-12,Volleyball,1,0,0,1,Aleksandr Butko
Tandara Caixeta,23.0,Brazil,2012,2012-08-12,Volleyball,1,0,0,1,Tandara Caixeta
Adenízia da Silva,25.0,Brazil,2012,2012-08-12,Volleyball,1,0,0,1,Adenizia da Silva
Dante,31.0,Brazil,2012,2012-08-12,Volleyball,0,1,0,1,Dante
Nicole Davis,30.0,United States,2012,2012-08-12,Volleyball,0,1,0,1,Nicole Davis
Wallace de Souza,25.0,Brazil,2012,2012-08-12,Volleyball,0,1,0,1,Wallace de Souza
Yukiko Ebata,22.0,Japan,2012,2012-08-12,Volleyball,0,0,1,1,Yukiko Ebata
Fabi,32.0,Brazil,2012,2012-08-12,Volleyball,1,0,0,1,Fabi
Fabiana,27.0,Brazil,2012,2012-08-12,Volleyball,1,0,0,1,Fabiana
Alessandro Fei,33.0,Italy,2012,2012-08-12,Volleyball,0,0,1,1,Alessandro Fei
Fernandinha,32.0,Brazil,2012,2012-08-12,Volleyball,1,0,0,1,Fernandinha
Giba,35.0,Brazil,2012,2012-08-12,Volleyball,0,1,0,1,Giba
Andrea Giovi,28.0,Italy,2012,2012-08-12,Volleyball,0,0,1,1,Andrea Giovi
Sergey Grankin,27.0,Russia,2012,2012-08-12,Volleyball,1,0,0,1,Sergey Grankin
Tayyiba Haneef-Park,33.0,United States,2012,2012-08-12,Volleyball,0,1,0,1,Tayyiba Haneef Park
Christa Harmotto,25.0,United States,2012,2012-08-12,Volleyball,0,1,0,1,Christa Harmotto
Megan Hodge,23.0,United States,2012,2012-08-12,Volleyball,0,1,0,1,Megan Hodge
Destinee Hooker,24.0,United States,2012,2012-08-12,Volleyball,0,1,0,1,Destinee Hooker
Dmitry Ilyinykh,25.0,Russia,2012,2012-08-12,Volleyball,1,0,0,1,Dmitry Ilyinykh
Kaori Inoue,29.0,Japan,2012,2012-08-12,Volleyball,0,0,1,1,Kaori Inoue
Pereira de Carvalho Endres Jaque,28.0,Brazil,2012,2012-08-12,Volleyball,1,0,0,1,Pereira de Carvalho Endres Jaque
Maiko Kano,24.0,Japan,2012,2012-08-12,Volleyball,0,0,1,1,Maiko Kano
Taras Khtey,30.0,Russia,2012,2012-08-12,Volleyball,1,0,0,1,Taras Khtey
Saori Kimura,25.0,Japan,2012,2012-08-12,Volleyball,0,0,1,1,Saori Kimura
Jordan Larson,25.0,United States,2012,2012-08-12,Volleyball,0,1,0,1,Jordan Larson
Michal Lasko,31.0,Italy,2012,2012-08-12,Volleyball,0,0,1,1,Michal Lasko
Dani Lins,27.0,Brazil,2012,2012-08-12,Volleyball,1,0,0,1,Dani Lins
Luigi Mastrangelo,36.0,Italy,2012,2012-08-12,Volleyball,0,0,1,1,Luigi Mastrangelo
Maksim Mikhaylov,24.0,Russia,2012,2012-08-12,Volleyball,1,0,0,1,Maksim Mikhaylov
Tamari Miyashiro,25.0,United States,2012,2012-08-12,Volleyball,0,1,0,1,Tamari Miyashiro
Murilo,31.0,Brazil,2012,2012-08-12,Volleyball,0,1,0,1,Murilo
Dmitry Musersky,23.0,Russia,2012,2012-08-12,Volleyball,1,0,0,1,Dmitry Musersky
Hitomi Nakamichi,26.0,Japan,2012,2012-08-12,Volleyball,0,0,1,1,Hitomi Nakamichi
Leandro Neves,29.0,Brazil,2012,2012-08-12,Volleyball,0,1,0,1,Leandro Neves
Aleksey Obmochayev,23.0,Russia,2012,2012-08-12,Volleyball,1,0,0,1,Aleksey Obmochayev
Ai Otomo-Yamamoto,30.0,Japan,2012,2012-08-12,Volleyball,0,0,1,1,Ai Otomo Yamamoto
Samuele Papi,39.0,Italy,2012,2012-08-12,Volleyball,0,0,1,1,Samuele Papi
Simone Parodi,26.0,Italy,2012,2012-08-12,Volleyball,0,0,1,1,Simone Parodi
Paula,30.0,Brazil,2012,2012-08-12,Volleyball,1,0,0,1,Paula
Natália Pereira,23.0,Brazil,2012,2012-08-12,Volleyball,1,0,0,1,Natalia Pereira
Rodrigão,33.0,Brazil,2012,2012-08-12,Volleyball,0,1,0,1,Rodrigao
Fernanda Rodrigues,26.0,Brazil,2012,2012-08-12,Volleyball,1,0,0,1,Fernanda Rodrigues
Lucas Saatkamp,26.0,Brazil,2012,2012-08-12,Volleyball,0,1,0,1,Lucas Saatkamp
Saori Sakoda,24.0,Japan,2012,2012-08-12,Volleyball,0,0,1,1,Saori Sakoda
Yuko Sano,33.0,Japan,2012,2012-08-12,Volleyball,0,0,1,1,Yuko Sano
Cristian Savani,30.0,Italy,2012,2012-08-12,Volleyball,0,0,1,1,Cristian Savani
Danielle Scott-Arruda,39.0,United States,2012,2012-08-12,Volleyball,0,1,0,1,Danielle Scott Arruda
Sheilla,29.0,Brazil,2012,2012-08-12,Volleyball,1,0,0,1,Sheilla
Risa Shinnabe,22.0,Japan,2012,2012-08-12,Volleyball,0,0,1,1,Risa Shinnabe
Sidão,30.0,Brazil,2012,2012-08-12,Volleyball,0,1,0,1,Sidao
Aleksandr Sokolov,30.0,Russia,2012,2012-08-12,Volleyball,1,0,0,1,Aleksandr Sokolov
Yoshie Takeshita,34.0,Japan,2012,2012-08-12,Volleyball,0,0,1,1,Yoshie Takeshita
Sergey Tetyukhin,36.0,Russia,2012,2012-08-12,Volleyball,1,0,0,1,Sergey Tetyukhin
Thaísa,25.0,Brazil,2012,2012-08-12,Volleyball,1,0,0,1,Thaisa
Courtney Thompson,27.0,United States,2012,2012-08-12,Volleyball,0,1,0,1,Courtney Thompson
Logan Tom,31.0,United States,2012,2012-08-12,Volleyball,0,1,0,1,Logan Tom
Dragan Travica,25.0,Italy,2012,2012-08-12,Volleyball,0,0,1,1,Dragan Travica
Aleksandr Volkov,27.0,Russia,2012,2012-08-12,Volleyball,1,0,0,1,Aleksandr Volkov
Mai Yamaguchi,29.0,Japan,2012,2012-08-12,Volleyball,0,0,1,1,Mai Yamaguchi
Ivan Zaytsev,23.0,Italy,2012,2012-08-12,Volleyball,0,0,1,1,Ivan Zaytsev
Robyn Ah Mow-Santos,32.0,United States,2008,2008-08-24,Volleyball,0,1,0,1,Robyn Ah Mow Santos
Anderson,34.0,Brazil,2008,2008-08-24,Volleyball,0,1,0,1,Anderson
Lloy Ball,36.0,United States,2008,2008-08-24,Volleyball,1,0,0,1,Lloy Ball
Yury Berezhko,24.0,Russia,2008,2008-08-24,Volleyball,0,0,1,1,Yury Berezhko
Lindsey Berg,28.0,United States,2008,2008-08-24,Volleyball,0,1,0,1,Lindsey Berg
Heather Bown,29.0,United States,2008,2008-08-24,Volleyball,0,1,0,1,Heather Bown
Bruninho,22.0,Brazil,2008,2008-08-24,Volleyball,0,1,0,1,Bruninho
Carol,31.0,Brazil,2008,2008-08-24,Volleyball,1,0,0,1,Carol
Dante,27.0,Brazil,2008,2008-08-24,Volleyball,0,1,0,1,Dante
Nicole Davis,26.0,United States,2008,2008-08-24,Volleyball,0,1,0,1,Nicole Davis
Escadinha,32.0,Brazil,2008,2008-08-24,Volleyball,0,1,0,1,Escadinha
Fabi,28.0,Brazil,2008,2008-08-24,Volleyball,1,0,0,1,Fabi
Fabiana,23.0,Brazil,2008,2008-08-24,Volleyball,1,0,0,1,Fabiana
Feng Kun,29.0,China,2008,2008-08-24,Volleyball,0,0,1,1,Feng Kun
Fofão,38.0,Brazil,2008,2008-08-24,Volleyball,1,0,0,1,Fofao
Gabe Gardner,32.0,United States,2008,2008-08-24,Volleyball,1,0,0,1,Gabe Gardner
Giba,31.0,Brazil,2008,2008-08-24,Volleyball,0,1,0,1,Giba
Kim Glass,23.0,United States,2008,2008-08-24,Volleyball,0,1,0,1,Kim Glass
Sergey Grankin,23.0,Russia,2008,2008-08-24,Volleyball,0,0,1,1,Sergey Grankin
Gustavo,32.0,Brazil,2008,2008-08-24,Volleyball,0,1,0,1,Gustavo
Tayyiba Haneef-Park,29.0,United States,2008,2008-08-24,Volleyball,0,1,0,1,Tayyiba Haneef Park
Kevin Hansen,26.0,United States,2008,2008-08-24,Volleyball,1,0,0,1,Kevin Hansen
André Heller,32.0,Brazil,2008,2008-08-24,Volleyball,0,1,0,1,Andre Heller
Tom Hoff,35.0,United States,2008,2008-08-24,Volleyball,1,0,0,1,Tom Hoff
Pereira de Carvalho Endres Jaque,24.0,Brazil,2008,2008-08-24,Volleyball,1,0,0,1,Pereira de Carvalho Endres Jaque
Jennifer Joines,25.0,United States,2008,2008-08-24,Volleyball,0,1,0,1,Jennifer Joines
Vadim Khamuttskikh,38.0,Russia,2008,2008-08-24,Volleyball,0,0,1,1,Vadim Khamuttskikh
Aleksandr Korneyev,27.0,Russia,2008,2008-08-24,Volleyball,0,0,1,1,Aleksandr Korneyev
Aleksandr Kosaryev,30.0,Russia,2008,2008-08-24,Volleyball,0,0,1,1,Aleksandr Kosaryev
Aleksey Kuleshov,29.0,Russia,2008,2008-08-24,Volleyball,0,0,1,1,Aleksey Kuleshov
Rich Lambourne,33.0,United States,2008,2008-08-24,Volleyball,1,0,0,1,Rich Lambourne
David Lee,26.0,United States,2008,2008-08-24,Volleyball,1,0,0,1,David Lee
Li Juan,27.0,China,2008,2008-08-24,Volleyball,0,0,1,1,Li Juan
Liu Yanan,27.0,China,2008,2008-08-24,Volleyball,0,0,1,1,Liu Yanan
Ma Yunwen,21.0,China,2008,2008-08-24,Volleyball,0,0,1,1,Ma Yunwen
Marcelinho,33.0,Brazil,2008,2008-08-24,Volleyball,0,1,0,1,Marcelinho
Mari,24.0,Brazil,2008,2008-08-24,Volleyball,1,0,0,1,Mari
Maksim Mikhaylov,20.0,Russia,2008,2008-08-24,Volleyball,0,0,1,1,Maksim Mikhaylov
Ryan Millar,30.0,United States,2008,2008-08-24,Volleyball,1,0,0,1,Ryan Millar
Murilo,27.0,Brazil,2008,2008-08-24,Volleyball,0,1,0,1,Murilo
André Nascimento,29.0,Brazil,2008,2008-08-24,Volleyball,0,1,0,1,Andre Nascimento
Ogonna Nnamani,25.0,United States,2008,2008-08-24,Volleyball,0,1,0,1,Ogonna Nnamani
Aleksey Ostapenko,22.0,Russia,2008,2008-08-24,Volleyball,0,0,1,1,Aleksey Ostapenko
Paula,26.0,Brazil,2008,2008-08-24,Volleyball,1,0,0,1,Paula
Semyon Poltavsky,27.0,Russia,2008,2008-08-24,Volleyball,0,0,1,1,Semyon Poltavsky
Reid Priddy,30.0,United States,2008,2008-08-24,Volleyball,1,0,0,1,Reid Priddy
Rodrigão,29.0,Brazil,2008,2008-08-24,Volleyball,0,1,0,1,Rodrigao
Sean Rooney,25.0,United States,2008,2008-08-24,Volleyball,1,0,0,1,Sean Rooney
Riley Salmon,32.0,United States,2008,2008-08-24,Volleyball,1,0,0,1,Riley Salmon
Samuel,24.0,Brazil,2008,2008-08-24,Volleyball,0,1,0,1,Samuel
Sassá,25.0,Brazil,2008,2008-08-24,Volleyball,1,0,0,1,Sassa
Danielle Scott-Arruda,35.0,United States,2008,2008-08-24,Volleyball,0,1,0,1,Danielle Scott Arruda
Sheilla,25.0,Brazil,2008,2008-08-24,Volleyball,1,0,0,1,Sheilla
Clay Stanley,30.0,United States,2008,2008-08-24,Volleyball,1,0,0,1,Clay Stanley
Stacy Sykora,31.0,United States,2008,2008-08-24,Volleyball,0,1,0,1,Stacy Sykora
Sergey Tetyukhin,32.0,Russia,2008,2008-08-24,Volleyball,0,0,1,1,Sergey Tetyukhin
Thaísa,21.0,Brazil,2008,2008-08-24,Volleyball,1,0,0,1,Thaisa
Logan Tom,27.0,United States,2008,2008-08-24,Volleyball,0,1,0,1,Logan Tom
Scott Touzinsky,26.0,United States,2008,2008-08-24,Volleyball,1,0,0,1,Scott Touzinsky
Valeskinha,32.0,Brazil,2008,2008-08-24,Volleyball,1,0,0,1,Valeskinha
Aleksey Verbov,26.0,Russia,2008,2008-08-24,Volleyball,0,0,1,1,Aleksey Verbov
Aleksandr Volkov,23.0,Russia,2008,2008-08-24,Volleyball,0,0,1,1,Aleksandr Volkov
Walewska,29.0,Brazil,2008,2008-08-24,Volleyball,1,0,0,1,Walewska
Wang Yimei,20.0,China,2008,2008-08-24,Volleyball,0,0,1,1,Wang Yimei
Wei Qiuyue,19.0,China,2008,2008-08-24,Volleyball,0,0,1,1,Wei Qiuyue
Kim Willoughby,27.0,United States,2008,2008-08-24,Volleyball,0,1,0,1,Kim Willoughby
Xu Yunli,21.0,China,2008,2008-08-24,Volleyball,0,0,1,1,Xu Yunli
Xue Ming,21.0,China,2008,2008-08-24,Volleyball,0,0,1,1,Xue Ming
Yang Hao,28.0,China,2008,2008-08-24,Volleyball,0,0,1,1,Yang Hao
Zhang Na,28.0,China,2008,2008-08-24,Volleyball,0,0,1,1,Zhang Na
Zhao Ruirui,26.0,China,2008,2008-08-24,Volleyball,0,0,1,1,Zhao Ruirui
Zhou Suhong,29.0,China,2008,2008-08-24,Volleyball,0,0,1,1,Zhou Suhong
Pavel Abramov,25.0,Russia,2004,2004-08-29,Volleyball,0,0,1,1,Pavel Abramov
Anderson,30.0,Brazil,2004,2004-08-29,Volleyball,1,0,0,1,Anderson
Yevgeniya Artamonova-Estes,29.0,Russia,2004,2004-08-29,Volleyball,0,1,0,1,Yevgeniya Artamonova Estes
Sergey Baranov,23.0,Russia,2004,2004-08-29,Volleyball,0,0,1,1,Sergey Baranov
Zoila Barros,28.0,Cuba,2004,2004-08-29,Volleyball,0,0,1,1,Zoila Barros
Yelena Batukhtina-Tyurina,33.0,Russia,2004,2004-08-29,Volleyball,0,1,0,1,Yelena Batukhtina Tyurina
Rosir Calderon,19.0,Cuba,2004,2004-08-29,Volleyball,0,0,1,1,Rosir Calderon
Nancy Carrillo,18.0,Cuba,2004,2004-08-29,Volleyball,0,0,1,1,Nancy Carrillo
Matej Cernic,25.0,Italy,2004,2004-08-29,Volleyball,0,1,0,1,Matej Cernic
Chen Jing,28.0,China,2004,2004-08-29,Volleyball,1,0,0,1,Chen Jing
Olga Chukanova,24.0,Russia,2004,2004-08-29,Volleyball,0,1,0,1,Olga Chukanova
Alberto Cisolla,26.0,Italy,2004,2004-08-29,Volleyball,0,1,0,1,Alberto Cisolla
Paolo Cozzi,24.0,Italy,2004,2004-08-29,Volleyball,0,1,0,1,Paolo Cozzi
Dante,23.0,Brazil,2004,2004-08-29,Volleyball,1,0,0,1,Dante
Stanislav Dineykin,30.0,Russia,2004,2004-08-29,Volleyball,0,0,1,1,Stanislav Dineykin
Escadinha,28.0,Brazil,2004,2004-08-29,Volleyball,1,0,0,1,Escadinha
Alessandro Fei,25.0,Italy,2004,2004-08-29,Volleyball,0,1,0,1,Alessandro Fei
Feng Kun,25.0,China,2004,2004-08-29,Volleyball,1,0,0,1,Feng Kun
Ana Ivis Fernández,31.0,Cuba,2004,2004-08-29,Volleyball,0,0,1,1,Ana Ivis Fernandez
Yekaterina Gamova,23.0,Russia,2004,2004-08-29,Volleyball,0,1,0,1,Yekaterina Gamova
Andrea Giani,34.0,Italy,2004,2004-08-29,Volleyball,0,1,0,1,Andrea Giani
Giba,27.0,Brazil,2004,2004-08-29,Volleyball,1,0,0,1,Giba
Giovane,33.0,Brazil,2004,2004-08-29,Volleyball,1,0,0,1,Giovane
Gustavo,28.0,Brazil,2004,2004-08-29,Volleyball,1,0,0,1,Gustavo
André Heller,28.0,Brazil,2004,2004-08-29,Volleyball,1,0,0,1,Andre Heller
Aleksey Kazakov,28.0,Russia,2004,2004-08-29,Volleyball,0,0,1,1,Aleksey Kazakov
Vadim Khamuttskikh,34.0,Russia,2004,2004-08-29,Volleyball,0,0,1,1,Vadim Khamuttskikh
Taras Khtey,22.0,Russia,2004,2004-08-29,Volleyball,0,0,1,1,Taras Khtey
Aleksandr Kosaryev,26.0,Russia,2004,2004-08-29,Volleyball,0,0,1,1,Aleksandr Kosaryev
Aleksey Kuleshov,25.0,Russia,2004,2004-08-29,Volleyball,0,0,1,1,Aleksey Kuleshov
Li Shan,24.0,China,2004,2004-08-29,Volleyball,1,0,0,1,Li Shan
Liu Yanan,23.0,China,2004,2004-08-29,Volleyball,1,0,0,1,Liu Yanan
Mayvelis Martínez,27.0,Cuba,2004,2004-08-29,Volleyball,0,0,1,1,Mayvelis Martinez
Luigi Mastrangelo,28.0,Italy,2004,2004-08-29,Volleyball,0,1,0,1,Luigi Mastrangelo
Maurício,36.0,Brazil,2004,2004-08-29,Volleyball,1,0,0,1,Mauricio
Liana Mesa,26.0,Cuba,2004,2004-08-29,Volleyball,0,0,1,1,Liana Mesa
Anniara Muñoz,24.0,Cuba,2004,2004-08-29,Volleyball,0,0,1,1,Anniara Munoz
Nalbert,30.0,Brazil,2004,2004-08-29,Volleyball,1,0,0,1,Nalbert
André Nascimento,25.0,Brazil,2004,2004-08-29,Volleyball,1,0,0,1,Andre Nascimento
Olga Nikolayeva,32.0,Russia,2004,2004-08-29,Volleyball,0,1,0,1,Olga Nikolayeva
Yaima Ortíz,22.0,Cuba,2004,2004-08-29,Volleyball,0,0,1,1,Yaima Ortiz
Samuele Papi,31.0,Italy,2004,2004-08-29,Volleyball,0,1,0,1,Samuele Papi
Damiano Pippi,32.0,Italy,2004,2004-08-29,Volleyball,0,1,0,1,Damiano Pippi
Yelena Plotnikova,26.0,Russia,2004,2004-08-29,Volleyball,0,1,0,1,Yelena Plotnikova
Daimí Ramírez,20.0,Cuba,2004,2004-08-29,Volleyball,0,0,1,1,Daimi Ramirez
Ricardinho,28.0,Brazil,2004,2004-08-29,Volleyball,1,0,0,1,Ricardinho
Rodrigão,25.0,Brazil,2004,2004-08-29,Volleyball,1,0,0,1,Rodrigao
Yumilka Ruíz,26.0,Cuba,2004,2004-08-29,Volleyball,0,0,1,1,Yumilka Ruiz
Marta Sánchez,31.0,Cuba,2004,2004-08-29,Volleyball,0,0,1,1,Marta Sanchez
Andrea Sartoretti,33.0,Italy,2004,2004-08-29,Volleyball,0,1,0,1,Andrea Sartoretti
Marina Sheshenina,19.0,Russia,2004,2004-08-29,Volleyball,0,1,0,1,Marina Sheshenina
Ventzislav Simeonov,27.0,Italy,2004,2004-08-29,Volleyball,0,1,0,1,Ventzislav Simeonov
Lyubov Sokolova-Shashkova,26.0,Russia,2004,2004-08-29,Volleyball,0,1,0,1,Lyubov Sokolova Shashkova
Song Nina,24.0,China,2004,2004-08-29,Volleyball,1,0,0,1,Song Nina
Irina Tebenikhina,25.0,Russia,2004,2004-08-29,Volleyball,0,1,0,1,Irina Tebenikhina
Dulce Téllez,20.0,Cuba,2004,2004-08-29,Volleyball,0,0,1,1,Dulce Tellez
Sergey Tetyukhin,28.0,Russia,2004,2004-08-29,Volleyball,0,0,1,1,Sergey Tetyukhin
